259633421,Ban collar black jacket,A full black light-weight zipper jacket with ban collars and designed with simple and stylish look.,garments,men,2399,1500,pr001.jpg,20,20,20,20
419867220,Black shirt with zipper,"A black long-sleeved, long shirt with zippers and opening on the sideways",garments,men,999,750,pr002.jpg,20,20,20,20
59219083,Blue-t-shirt,"An elegant crew neck, half-sleeved blue shirt made up of soft and high quality cotton. ",garments,men,799,600,pr003.jpg,20,20,20,20
10741074,Casual woolen shirt,A soft woolen shirt made up of high quality fabric with two pockets in front and beautiful and contrasting black buttons,garments,men,1499,1100,pr004.jpg,20,20,20,20
812547283,Men check shirt,Wonderful high quality fabric check shirt for men with a choice of elegant styles.,garments,men,1299,900,pr005.jpg,20,20,20,20
504481663,Light blue denim jeans,High quality denim jeans made from imported fabric and with a cool look that will match with almost any color.,garments,men,1499,1000,pr006.jpg,20,20,20,20
69221146,Diesel denim jeans,High quality diesel colored jeans with a stylish look and elegant fabric with strechable texture.,garments,men,1499,1000,pr007.jpg,20,20,20,20
305491023,Onitsuka graphic t-shirt,Cool black t-shirt with a wonderful logo printed in red and white and made up of high quality fabric.,garments,men,799,600,pr008.jpg,20,20,20,20
101803247,Gray casual shirt,Simple and decent casual shirt for men who want to look simple as well as graceful. Made from high quality cotton ,garments,men,1299,900,pr009.jpg,20,20,20,20
722343992,Stylish gray casual shirt,Full sleeved and graceful looking casual shirt with grey color plus white texture on the soft and high quality fabric that looks appeasing for stylish outfits.,garments,men,1299,900,pr010.jpg,20,20,20,20
842274536,Grey-t-shirt,"An elegant crew neck, half-sleeved grey shirt made up of soft and high quality cotton.",garments,men,899,600,pr011.jpg,20,20,20,20
163876344,Lightweight mens jacket,Lightweight and stylish mens jacket made up of waterproof fabric style plus water resistance in one place.,garments,men,1999,1500,pr012.jpg,20,20,20,20
63014210,Karsten blue shirt,Royal blue half sleeved karsten collared shirt made up of fine combed cotton and having a front pocket on left.,garments,men,1199,900,pr013.png,20,20,20,20
937118745,Men black trousers,Lightweight men black trousers made with high quality fabric to provide for a comforting and simple outerlook.,garments,men,1299,950,pr014.jpg,20,20,20,20
920929836,Mens spring summer jacket,Lightweight men navy blue jacket made for style and grace in spring and summer seasons also providing resistance to water.,garments,men,1399,900,pr015.jpg,20,20,20,20
640830956,Puma trousers gray,Lightweight men black grey trousers made with high quality fabric to provide for a comforting and simple outerlook and manufactured by Puma,garments,men,1299,950,pr016.jpg,20,20,20,20
927657994,Purple-t-shirt,"An elegant crew neck, half-sleeved purple shirt made up of soft and high quality cotton.",garments,men,799,600,pr017.jpg,20,20,20,20
932537946,Skin jeans dark gray,High quality dark gray skin jeans made from imported fabric and with a cool look that will match with almost any color.,garments,men,1499,1100,pr018.jpg,20,20,20,20
148299047,Slate casual shirt,A soft casual shirt made up of high quality fabric with two pockets in front and beautiful and a warm slate color.,garments,men,1299,1000,pr019.jpg,20,20,20,20
936554377,Teal-t-shirt,"An elegant crew neck, half-sleeved teal colored shirt made up of soft and high quality cotton.",garments,men,799,600,pr020.jpg,20,20,20,20
890731107,Urban blue jeans,High quality urban jeans made from imported fabric and with a cool look that will match with almost any color.,garments,men,1599,1000,pr021.jpg,20,20,20,20
235795426,Anchor bracelet for men,This bracelet is made to provide men with additional bit of style in their outlook. Its made up of high quality synthetic leather and stainless steel anchor.,accessories,men,899,600,pr022.jpg,20,20,20,20
385926016,Black buddha bracelet,This bracelet is made to provide men with additional bit of style in their outlook. Its made up of high quality beads with a golden buddha head,accessories,men,899,600,pr023.jpg,20,20,20,20
596228986,Chakra bracelet,This bracelet is made to provide men with additional bit of style in their outlook. Its made up of high quality black as well as colored beads to provide for a colorful look.,accessories,men,899,600,pr024.jpg,20,20,20,20
942832363,Hot dog pin,High quality little pin made to stick to your shirt or jacket to provide additional style that stylish men wants.,accessories,men,699,450,pr025.jpg,20,20,20,20
495792569,Pizza enamel pin,High quality little pin made to stick to your shirt or jacket to provide additional style that stylish men wants.,accessories,men,699,450,pr026.jpg,20,20,20,20
183991488,Aqua Desi Kurti for women,Aqua colored kurti made for women who want to look cool plus desi in their outfit. Its made up of high quality fabric with stylish design on neck and sleeves.,garments,women,1999,1300,pr027.jpg,20,20,20,20
468021323,Embroidered white women top,Wonderful white colored shirt with flower embroidery on both sleeves. Its made up of high quality and soft fabric.,garments,women,1499,900,pr028.jpg,20,20,20,20
525110991,Orange Stylish Kurti for women,Orange colored dress made for women who want to look cool in their outfit. Its made up of high quality fabric with fresh bright orange color.,garments,women,1999,1500,pr029.jpg,20,20,20,20
824136583,Lightblue women top,Wonderful light blue women shirt with simple texture providing a decent look.,garments,women,1299,900,pr030.jpg,20,20,20,20
417545659,Pink Kurti,Pink colored  kurtimade for women who want to look cool plus desi in their outfit. Its made up of high quality silky fabric with a fabulous design. ,garments,women,1999,1500,pr031.jpg,20,20,20,20
257629160,Red t-shirt with pocket,Simple crewneck red color tee shirt for women who want to look cool in summers Its made up of high quality soft cotton fabric.,garments,women,999,650,pr032.jpg,20,20,20,20
552608539,Stylish red top,Stylish women top with stylish design on the sleeves and edges of the shirt.,garments,women,1299,950,pr033.jpg,20,20,20,20
364425657,Rama green rayon stylish top,Cool and wonderful rama green colored women top made up of high quality rayon fabric.,garments,women,1299,900,pr034.jpg,20,20,20,20
291594208,Straight fit orange kurti,Perfectly designed orange kurti with straight fit made for women with simple choice of style and elegance.,garments,women,1999,1300,pr035.jpg,20,20,20,20
